over,short_text,long_text
11.2,"Watson to Karthik, 1 run","just outside off, and Karthik punches this firmly past cover to the man in the deep. Enough time to walk across for the run"
11.1,"Watson to Russell, 1 run","full on middle and coming into his pads, clipped off his legs to the man at cow corner"
10.6,"Tahir to Karthik, no run","tossed up on off stump. Flighted, but defended with ease towards the off side"
10.5,"Tahir to Karthik, 2 runs","half-tracker on off, and spins into DK. Pulled along the ground to the two men in the deep"
10.4,"Tahir to Karthik, no run",good length on middle stump. Karthik goes deep into his crease and blocks off the back foot
10.3,"Tahir to Karthik, no run",tossed up on middle stump. Big stride forward but checks his shot. Tapped towards cover
10.2,"Tahir to Karthik, no run","good length on off stump, tentatively defended off the front foot"
10.1,"Tahir to Karthik, FOUR runs","good length on off, and the ball grips the surface and therefore slows it down. DK changes his grip and reverse-paddles this past slip. Harbhajan's too slow, and loses the chase to the third-man boundary"
9.6,"Thakur to Singh, OUT","fails again! Full on off, and he tries to drive this with the bat's open face. Off the bat's toe end, and pocketed by Bravo at point. He's dancing!"
9.5,"Thakur to Singh, no run","good length on middle stump, and angling across Rinku. Tries to cut, but plays under the ball. Through to Dhoni"
9.4,"Thakur to Karthik, 1 run","good length just outside off, takes the extra bounce into consideration and taps it fine to the fielder at third man"
9.3,"Thakur to Karthik, no run","on off stump, and tailing into his pads. Tapped off the front foot to mid on. Shardul's soft appeal doesn't interest the umpire"
9.2,"Thakur to Karthik, no run","short on off, and that's challenges DK. Looks to pull square but eventually pulls out of the shot. The ball zips past his ears and through to Dhoni"
9.1,"Thakur to Singh, 1 run","good length on middle, and angling away from Rinku. Chopped down to Harbhajan at third man"
8.6,"Watson to Singh, 1 run","on leg stump, and turned off his pads to deep square leg. Rinku gets off the mar as well"
8.5,"Watson to Karthik, 1 run","good length on middle stump, shuffles across and flicks this behinds square on the leg side. Played off his hips"
8.4,"Watson to Karthik, FOUR runs","crunched! Just outside off, and that's been cut square. Rides the bounce and slaps this past point to get off the mark"
8.3,"Watson to Karthik, no run","good length on off stump, punched with the bat's open face to cover"
8.2,"Watson to Uthappa, OUT","good length just outside off. It's punched to cover but there's a hesitation! Raina stops the ball, turns around, and throws it at the non-striker's. Uthappa's struggling, and he's well short when the zing bails come alive. KKR gift CSK a wicket. Karthik wanted the single, but Uthappa wasn't quite sure. Pays the price"
8.2,"Watson to Uthappa, 1 wide",a short ball to welcome DK. Pitches on off and gets big on the KKR captain. He ducks under the line of the ball
8.1,"Watson to Rana, OUT","and gets a wicket first ball! Back of a length on middle, and Rana tries to drag this behind square on the leg side. He's through his shot early, and the ball takes a feather edge off his bat. It hits his thigh pad thereafter, and lobs up into the air. Enough time for Dhoni to run to his right and complete a soft dismissal"
7.6,"Thakur to Rana, 1 run","good length on off, and the ball stays low this time! Pulled along the ground to the man in the deep"
7.5,"Thakur to Rana, 2 runs","good length on off, cut off the back foot past point. Harbhajan's diving effort at third man is not pretty, but gets the job done"
7.4,"Thakur to Rana, FOUR runs","slower ball on off, and Rana judges the pace early. Lifts this over mid off with ease, and the back-foot punch races into the long-off boundary"
7.3,"Thakur to Rana, no run","short on off, and forces Rana to duck under it. Drops his knees and gets under the line of the ball"
7.2,"Thakur to Rana, no run","good length on off, and angling into Rana. Fended back to Thakur off the back foot"
7.1,"Thakur to Rana, no run","good length outside off, and some extra bounce first up. Punched off the back foot to point, and well stopped by the fielder. Diving effort stops the single"
6.6,"Harbhajan to Rana, 1 run","full just outside off, walks down the wicket and drives to long off. They walk across for the single"
6.5,"Harbhajan to Rana, FOUR runs","good length just outside off. Rana gets on top of the bounce, and cuts it just past point. Beats the infielder and looks like the man in the deep will cut it off but he fails to stop it"
6.4,"Harbhajan to Rana, 2 runs","tossed up on middle stump, and Rana flicks this fine down the leg side. Calls early for the two, and they jog back comfortably. Chase for short fine leg"
6.3,"Harbhajan to Rana, no run",full and wide outside off. Rana tries to cut square but mistimed. Bottom-edges it this time
6.2,"Harbhajan to Uthappa, 1 run",good length on off stump. Uthappa goes deep into his crease and punches it down the ground. Straight to long on
6.1,"Harbhajan to Rana, 1 run","full just outside off, tries to drive towards cover, but takes the inside edge. The ball goes towards midwicket instead"
5.6,"Jadeja to Uthappa, SIX runs",two in a row! And again in the same spot. Full ball and Uthappa simply gets to the pitch of the delivery and dispatches it for six more. Golf-like swing and KKR end the Powerplay on 64
5.5,"Jadeja to Uthappa, SIX runs","full on off, and in the slot for Uthappa. Takes a big stride forward and lofts this over wide long on. Full extension of the arms, and that lands in the stands once again"
5.4,"Jadeja to Rana, 1 run","full outside off, and Rana gets to the pitch of this delivery. Smothers it off his pads to square leg thereafter"
5.3,"Jadeja to Rana, no run","good length just outside off, punched off the back foot towards cover"
5.2,"Jadeja to Lynn, OUT","the leg stump's uprooted! Flatter ball on middle, and Lynn's halfway down the wicket. He misses the leg-side heave, and the ball goes between bat and pad. Crashes into leg stump and Jadeja's pumped!"
5.1,"Jadeja to Lynn, FOUR runs","misfield at short fine leg! Harbhajan the man guilty there. Good length on off, and Lynn walks across to try and paddle towards the leg side. The ball takes his under edge, and goes to Harbhajan, but the ball sneaks under the fielder's fingers"
4.6,"Tahir to Uthappa, SIX runs","classical Uthappa! Full on middle, and he's quick to get down on one knee. Goes through his slog-sweep and smacks this over deep midwicket. Lands in the stands"
4.5,"Tahir to Lynn, 1 run","full toss on off stump, and Lynn muscles this towards cow corner"
4.4,"Tahir to Lynn, FOUR runs","tossed up on middle and leg, but Lynn backs away to make some extra room. Muscles it over cover, and manages to do enough to lift it over the infield. Not off the bat's centre, but enough behind it to take it the extra-cover boundary"
4.3,"Tahir to Uthappa, 1 run","good length on off, and turning away from Uthappa. Punched off the back foot to cover, and he calls for a quick single. Comfortably completed"
4.2,"Tahir to Uthappa, no run","tossed up outside leg stump, and Uthappa tries to slog it towards the leg side. Can't hit it though as the ball comes off his front leg"
4.1,"Tahir to Uthappa, no run",full on off stump. Uthappa prods forward and defends it back to Tahir
3.6,"Jadeja to Lynn, no run","good length on middle stump, and angling into the batsman. He tries to drive it towards cover, but can only punch it towards the fielder there. Man there to protect the run"
3.5,"Jadeja to Lynn, no run","half-tracker on off, but cramps Lynn for space. Defended back to Jadeja"
3.4,"Jadeja to Lynn, no run","good length on off. Lynn rocks back, but can't cut it well. Mistimed towards the off side"
3.3,"Jadeja to Uthappa, 1 run","good length on off. Uthappa goes onto the back foot, and comfortably knocks it towards square leg"
3.2,"Jadeja to Uthappa, no run","beauty! Full on off, and zips straight through. Tries to defend, but the ball sneaks past his outside edge"
3.1,"Jadeja to Lynn, 1 run","good length on off, goes onto the back foot, and carves it square to the man in the deep"
2.6,"Watson to Uthappa, no run","full and wide just outside off. Tries to drive with the bat's open face, but only manages to tap it towards cover"
2.5,"Watson to Uthappa, FOUR runs","chopped past first slip! Raina's dive to his right sn't good enough. It was too close to his body for the cut, but he played it anyway. Off the bat's edge, but just beyond Raina. Third man can't intercept either"
2.4,"Watson to Uthappa, no run","good length on off, and extra bounce this time! Uthappa tries to punch this straight, but comes off the bat's top half. In the air, but drops short of mid off. Played with hard hands"
2.3,"Watson to Uthappa, FOUR runs","full on leg, and that's been beautifully clipped off his toes. Lifted over square leg, and fine leg can't cut it off. Uses his wrists to whip it over the infield. One-bounce and four"
2.2,"Watson to Lynn, 1 run","wide outside off again, and Lynn once again cuts this square. Straight to the man in the deep though"
2.1,"Watson to Lynn, FOUR runs","short and wide outside off, and Lynn slaps that past cover! Loose ball from Watto, and that's been crunched in front of the man at deep extra cover. No stopping that!"
